Athlete;Age;Country;Year;Closing Ceremony Date;Sport;Gold Medals;Silver Medals;Bronze Medals;Total Medals;Points;Type;Continent
Choi Min-Kyung;19;South Korea;2002;24/02/2002;Short-Track Speed Skating;1;0;0;1;3;Winter Olympics;ASIA
Marie-Eve Drolet;20;Canada;2002;24/02/2002;Short-Track Speed Skating;0;0;1;1;1;Winter Olympics;AMERICA
Feng Kai;23;China;2002;24/02/2002;Short-Track Speed Skating;0;0;1;1;1;Winter Olympics;ASIA
Nicola Franceschina;24;Italy;2002;24/02/2002;Short-Track Speed Skating;0;1;0;1;2;Winter Olympics;EUROPE
Amélie Goulet-Nadon;19;Canada;2002;24/02/2002;Short-Track Speed Skating;0;0;1;1;1;Winter Olympics;AMERICA
Guo Wei;18;China;2002;24/02/2002;Short-Track Speed Skating;0;0;1;1;1;Winter Olympics;ASIA
Ju Min-Jin;18;South Korea;2002;24/02/2002;Short-Track Speed Skating;1;0;0;1;3;Winter Olympics;ASIA
Alanna Kraus;24;Canada;2002;24/02/2002;Short-Track Speed Skating;0;0;1;1;1;Winter Olympics;AMERICA
Li Ye;18;China;2002;24/02/2002;Short-Track Speed Skating;0;0;1;1;1;Winter Olympics;ASIA
Park Hye-Won;18;South Korea;2002;24/02/2002;Short-Track Speed Skating;1;0;0;1;3;Winter Olympics;ASIA
Nicola Rodigari;20;Italy;2002;24/02/2002;Short-Track Speed Skating;0;1;0;1;2;Winter Olympics;EUROPE
Rusty Smith;22;United States;2002;24/02/2002;Short-Track Speed Skating;0;0;1;1;1;Winter Olympics;AMERICA
Sun Dandan;23;China;2002;24/02/2002;Short-Track Speed Skating;0;1;0;1;2;Winter Olympics;ASIA
François-Louis Tremblay;21;Canada;2002;24/02/2002;Short-Track Speed Skating;1;0;0;1;3;Winter Olympics;AMERICA
Tania Vicent;26;Canada;2002;24/02/2002;Short-Track Speed Skating;0;0;1;1;1;Winter Olympics;AMERICA
Daniela Anschütz-Thoms;35;Germany;2010;28/02/2010;Speed Skating;1;0;0;1;3;Winter Olympics;EUROPE
Jan Blokhuijsen;20;Netherlands;2010;28/02/2010;Speed Skating;0;0;1;1;1;Winter Olympics;EUROPE
Håvard Bøkko;23;Norway;2010;28/02/2010;Speed Skating;0;0;1;1;1;Winter Olympics;EUROPE
Bob de Jong;33;Netherlands;2010;28/02/2010;Speed Skating;0;0;1;1;1;Winter Olympics;EUROPE
Anni Friesinger-Postma;33;Germany;2010;28/02/2010;Speed Skating;1;0;0;1;3;Winter Olympics;EUROPE
Annette Gerritsen;24;Netherlands;2010;28/02/2010;Speed Skating;0;1;0;1;2;Winter Olympics;EUROPE
Mathieu Giroux;24;Canada;2010;28/02/2010;Speed Skating;1;0;0;1;3;Winter Olympics;AMERICA
Brian Hansen;19;United States;2010;28/02/2010;Speed Skating;0;1;0;1;2;Winter Olympics;AMERICA
Masako Hozumi;23;Japan;2010;28/02/2010;Speed Skating;0;1;0;1;2;Winter Olympics;ASIA
Clara Hughes;37;Canada;2010;28/02/2010;Speed Skating;0;0;1;1;1;Winter Olympics;AMERICA
Joji Kato;25;Japan;2010;28/02/2010;Speed Skating;0;0;1;1;1;Winter Olympics;ASIA
Nao Kodaira;23;Japan;2010;28/02/2010;Speed Skating;0;1;0;1;2;Winter Olympics;ASIA
Jonathan Kuck;19;United States;2010;28/02/2010;Speed Skating;0;1;0;1;2;Winter Olympics;AMERICA
Simon Kuipers;27;Netherlands;2010;28/02/2010;Speed Skating;0;0;1;1;1;Winter Olympics;EUROPE
Lee Sang-Hwa;20;South Korea;2010;28/02/2010;Speed Skating;1;0;0;1;3;Winter Olympics;ASIA
Lucas Makowsky;22;Canada;2010;28/02/2010;Speed Skating;1;0;0;1;3;Winter Olympics;AMERICA
Trevor Marsicano;20;United States;2010;28/02/2010;Speed Skating;0;1;0;1;2;Winter Olympics;AMERICA
Katrin Mattscherodt;28;Germany;2010;28/02/2010;Speed Skating;1;0;0;1;3;Winter Olympics;EUROPE
Denny Morrison;24;Canada;2010;28/02/2010;Speed Skating;1;0;0;1;3;Winter Olympics;AMERICA
Keiichiro Nagashima;27;Japan;2010;28/02/2010;Speed Skating;0;1;0;1;2;Winter Olympics;ASIA
Christine Nesbitt;24;Canada;2010;28/02/2010;Speed Skating;1;0;0;1;3;Winter Olympics;AMERICA
Maki Tabata;35;Japan;2010;28/02/2010;Speed Skating;0;1;0;1;2;Winter Olympics;ASIA
Laurine van Riessen;22;Netherlands;2010;28/02/2010;Speed Skating;0;0;1;1;1;Winter Olympics;EUROPE
Wang Beixing;24;China;2010;28/02/2010;Speed Skating;0;0;1;1;1;Winter Olympics;ASIA
Katarzyna Wójcicka-Bachleda-Curus;30;Poland;2010;28/02/2010;Speed Skating;0;0;1;1;1;Winter Olympics;EUROPE
Jenny Wolf;31;Germany;2010;28/02/2010;Speed Skating;0;1;0;1;2;Winter Olympics;EUROPE
Katarzyna Wozniak;20;Poland;2010;28/02/2010;Speed Skating;0;0;1;1;1;Winter Olympics;EUROPE
Ireen Wüst;23;Netherlands;2010;28/02/2010;Speed Skating;1;0;0;1;3;Winter Olympics;EUROPE
Luiza Zlotkowska;23;Poland;2010;28/02/2010;Speed Skating;0;0;1;1;1;Winter Olympics;EUROPE
Yekaterina Abramova;23;Russia;2006;26/02/2006;Speed Skating;0;0;1;1;1;Winter Olympics;ASIA
Matteo Anesi;21;Italy;2006;26/02/2006;Speed Skating;1;0;0;1;3;Winter Olympics;EUROPE
Daniela Anschütz-Thoms;31;Germany;2006;26/02/2006;Speed Skating;1;0;0;1;3;Winter Olympics;EUROPE
Varvara Barysheva;28;Russia;2006;26/02/2006;Speed Skating;0;0;1;1;1;Winter Olympics;ASIA
Svetlana Boyarkina-Zhurova;34;Russia;2006;26/02/2006;Speed Skating;1;0;0;1;3;Winter Olympics;ASIA
Arne Dankers;25;Canada;2006;26/02/2006;Speed Skating;0;1;0;1;2;Winter Olympics;AMERICA
Bob de Jong;29;Netherlands;2006;26/02/2006;Speed Skating;1;0;0;1;3;Winter Olympics;EUROPE
Stefano Donagrandi;29;Italy;2006;26/02/2006;Speed Skating;1;0;0;1;3;Winter Olympics;EUROPE
Dmitry Dorofeyev;29;Russia;2006;26/02/2006;Speed Skating;0;1;0;1;2;Winter Olympics;ASIA
Steven Elm;30;Canada;2006;26/02/2006;Speed Skating;0;1;0;1;2;Winter Olympics;AMERICA
Renate Groenewold;29;Netherlands;2006;26/02/2006;Speed Skating;0;1;0;1;2;Winter Olympics;EUROPE
Lee Gang-Seok;20;South Korea;2006;26/02/2006;Speed Skating;0;0;1;1;1;Winter Olympics;ASIA
Galina Likhachova;28;Russia;2006;26/02/2006;Speed Skating;0;0;1;1;1;Winter Olympics;ASIA
Yekaterina Lobysheva;20;Russia;2006;26/02/2006;Speed Skating;0;0;1;1;1;Winter Olympics;ASIA
Denny Morrison;20;Canada;2006;26/02/2006;Speed Skating;0;1;0;1;2;Winter Olympics;AMERICA
Christine Nesbitt;20;Canada;2006;26/02/2006;Speed Skating;0;1;0;1;2;Winter Olympics;AMERICA
Lucille Opitz;28;Germany;2006;26/02/2006;Speed Skating;1;0;0;1;3;Winter Olympics;EUROPE
Jason Parker;30;Canada;2006;26/02/2006;Speed Skating;0;1;0;1;2;Winter Olympics;AMERICA
Shannon Rempel;21;Canada;2006;26/02/2006;Speed Skating;0;1;0;1;2;Winter Olympics;AMERICA
Ren Hui;22;China;2006;26/02/2006;Speed Skating;0;0;1;1;1;Winter Olympics;ASIA
Rintje Ritsma;35;Netherlands;2006;26/02/2006;Speed Skating;0;0;1;1;1;Winter Olympics;EUROPE
Ippolito Sanfratello;32;Italy;2006;26/02/2006;Speed Skating;1;0;0;1;3;Winter Olympics;EUROPE
Marianne Timmer;31;Netherlands;2006;26/02/2006;Speed Skating;1;0;0;1;3;Winter Olympics;EUROPE
Mark Tuitert;25;Netherlands;2006;26/02/2006;Speed Skating;0;0;1;1;1;Winter Olympics;EUROPE
Sabine Völker;32;Germany;2006;26/02/2006;Speed Skating;1;0;0;1;3;Winter Olympics;EUROPE
Svetlana Vysokova;33;Russia;2006;26/02/2006;Speed Skating;0;0;1;1;1;Winter Olympics;ASIA
Wang Manli;32;China;2006;26/02/2006;Speed Skating;0;1;0;1;2;Winter Olympics;ASIA
Justin Warsylewicz;20;Canada;2006;26/02/2006;Speed Skating;0;1;0;1;2;Winter Olympics;AMERICA
Jens Boden;23;Germany;2002;24/02/2002;Speed Skating;0;0;1;1;1;Winter Olympics;EUROPE
Jan Bos;26;Netherlands;2002;24/02/2002;Speed Skating;0;1;0;1;2;Winter Olympics;EUROPE
Kip Carpenter;22;United States;2002;24/02/2002;Speed Skating;0;0;1;1;1;Winter Olympics;AMERICA
Joey Cheek;22;United States;2002;24/02/2002;Speed Skating;0;0;1;1;1;Winter Olympics;AMERICA
Casey FitzRandolph;27;United States;2002;24/02/2002;Speed Skating;1;0;0;1;3;Winter Olympics;AMERICA
Anni Friesinger-Postma;25;Germany;2002;24/02/2002;Speed Skating;1;0;0;1;3;Winter Olympics;EUROPE
Monique Garbrecht-Enfeldt;33;Germany;2002;24/02/2002;Speed Skating;0;1;0;1;2;Winter Olympics;EUROPE
Renate Groenewold;25;Netherlands;2002;24/02/2002;Speed Skating;0;1;0;1;2;Winter Olympics;EUROPE
Clara Hughes;29;Canada;2002;24/02/2002;Speed Skating;0;0;1;1;1;Winter Olympics;AMERICA
Cindy Klassen;22;Canada;2002;24/02/2002;Speed Skating;0;0;1;1;1;Winter Olympics;AMERICA
Catriona Le May Doan;31;Canada;2002;24/02/2002;Speed Skating;1;0;0;1;3;Winter Olympics;AMERICA
Gianni Romme;29;Netherlands;2002;24/02/2002;Speed Skating;0;1;0;1;2;Winter Olympics;EUROPE
Hiroyasu Shimizu;27;Japan;2002;24/02/2002;Speed Skating;0;1;0;1;2;Winter Olympics;ASIA
Gretha Smit;26;Netherlands;2002;24/02/2002;Speed Skating;0;1;0;1;2;Winter Olympics;EUROPE
Lasse Sætre;27;Norway;2002;24/02/2002;Speed Skating;0;0;1;1;1;Winter Olympics;EUROPE
Ådne Søndrål;30;Norway;2002;24/02/2002;Speed Skating;0;0;1;1;1;Winter Olympics;EUROPE
Gerard van Velde;30;Netherlands;2002;24/02/2002;Speed Skating;1;0;0;1;3;Winter Olympics;EUROPE
Chris Witty;26;United States;2002;24/02/2002;Speed Skating;1;0;0;1;3;Winter Olympics;AMERICA
Monica Abbott;23;United States;2008;24/08/2008;Softball;0;1;0;1;2;Olympics;AMERICA
Sandy Allen-Lewis;29;Australia;2008;24/08/2008;Softball;0;0;1;1;1;Olympics;OCEANIA
Laura Berg;33;United States;2008;24/08/2008;Softball;0;1;0;1;2;Olympics;AMERICA
Jodie Bowering;26;Australia;2008;24/08/2008;Softball;0;0;1;1;1;Olympics;OCEANIA
Crystl Bustos;30;United States;2008;24/08/2008;Softball;0;1;0;1;2;Olympics;AMERICA
Kylie Cronk;24;Australia;2008;24/08/2008;Softball;0;0;1;1;1;Olympics;OCEANIA
Andrea Duran;24;United States;2008;24/08/2008;Softball;0;1;0;1;2;Olympics;AMERICA
Naho Emoto;22;Japan;2008;24/08/2008;Softball;1;0;0;1;3;Olympics;ASIA
Jennie Finch;27;United States;2008;24/08/2008;Softball;0;1;0;1;2;Olympics;AMERICA
Tairia Flowers;27;United States;2008;24/08/2008;Softball;0;1;0;1;2;Olympics;AMERICA
Motoko Fujimoto;27;Japan;2008;24/08/2008;Softball;1;0;0;1;3;Olympics;ASIA
Vicky Galindo;24;United States;2008;24/08/2008;Softball;0;1;0;1;2;Olympics;AMERICA
Kelly Hardie;38;Australia;2008;24/08/2008;Softball;0;0;1;1;1;Olympics;OCEANIA
Tanya Harding;36;Australia;2008;24/08/2008;Softball;0;0;1;1;1;Olympics;OCEANIA
Megu Hirose;27;Japan;2008;24/08/2008;Softball;1;0;0;1;3;Olympics;ASIA
Emi Inui;24;Japan;2008;24/08/2008;Softball;1;0;0;1;3;Olympics;ASIA
Sachiko Ito;32;Japan;2008;24/08/2008;Softball;1;0;0;1;3;Olympics;ASIA
Lovie Jung;28;United States;2008;24/08/2008;Softball;0;1;0;1;2;Olympics;AMERICA
Ayumi Karino;23;Japan;2008;24/08/2008;Softball;1;0;0;1;3;Olympics;ASIA
Kelly Kretschman;28;United States;2008;24/08/2008;Softball;0;1;0;1;2;Olympics;AMERICA
Lauren Lappin;24;United States;2008;24/08/2008;Softball;0;1;0;1;2;Olympics;AMERICA
Caitlin Lowe;23;United States;2008;24/08/2008;Softball;0;1;0;1;2;Olympics;AMERICA
Satoko Mabuchi;26;Japan;2008;24/08/2008;Softball;1;0;0;1;3;Olympics;ASIA
Jessica Mendoza;27;United States;2008;24/08/2008;Softball;0;1;0;1;2;Olympics;AMERICA
Yukiyo Mine;20;Japan;2008;24/08/2008;Softball;1;0;0;1;3;Olympics;ASIA
Masumi Mishina;26;Japan;2008;24/08/2008;Softball;1;0;0;1;3;Olympics;ASIA
Simmone Morrow;31;Australia;2008;24/08/2008;Softball;0;0;1;1;1;Olympics;OCEANIA
Tracey Mosley;34;Australia;2008;24/08/2008;Softball;0;0;1;1;1;Olympics;OCEANIA
Rei Nishiyama;24;Japan;2008;24/08/2008;Softball;1;0;0;1;3;Olympics;ASIA
Stacey Nuveman;30;United States;2008;24/08/2008;Softball;0;1;0;1;2;Olympics;AMERICA
Cat Osterman;25;United States;2008;24/08/2008;Softball;0;1;0;1;2;Olympics;AMERICA
Stacey Porter;26;Australia;2008;24/08/2008;Softball;0;0;1;1;1;Olympics;OCEANIA
Melanie Roche;37;Australia;2008;24/08/2008;Softball;0;0;1;1;1;Olympics;OCEANIA
Hiroko Sakai;29;Japan;2008;24/08/2008;Softball;1;0;0;1;3;Olympics;ASIA
Rie Sato;27;Japan;2008;24/08/2008;Softball;1;0;0;1;3;Olympics;ASIA
Justine Smethurst;21;Australia;2008;24/08/2008;Softball;0;0;1;1;1;Olympics;OCEANIA
Mika Someya;25;Japan;2008;24/08/2008;Softball;1;0;0;1;3;Olympics;ASIA
Danielle Stewart;27;Australia;2008;24/08/2008;Softball;0;0;1;1;1;Olympics;OCEANIA
Natalie Titcume;32;Australia;2008;24/08/2008;Softball;0;0;1;1;1;Olympics;OCEANIA
Yukiko Ueno;26;Japan;2008;24/08/2008;Softball;1;0;0;1;3;Olympics;ASIA
Natalie Ward;32;Australia;2008;24/08/2008;Softball;0;0;1;1;1;Olympics;OCEANIA
Natasha Watley;26;United States;2008;24/08/2008;Softball;0;1;0;1;2;Olympics;AMERICA
Belinda Wright;27;Australia;2008;24/08/2008;Softball;0;0;1;1;1;Olympics;OCEANIA
Kerry Wyborn;30;Australia;2008;24/08/2008;Softball;0;0;1;1;1;Olympics;OCEANIA
Eri Yamada;24;Japan;2008;24/08/2008;Softball;1;0;0;1;3;Olympics;ASIA
Sandy Allen-Lewis;25;Australia;2004;29/08/2004;Softball;0;1;0;1;2;Olympics;OCEANIA
Laura Berg;29;United States;2004;29/08/2004;Softball;1;0;0;1;3;Olympics;AMERICA
Crystl Bustos;26;United States;2004;29/08/2004;Softball;1;0;0;1;3;Olympics;AMERICA
Marissa Carpadios;26;Australia;2004;29/08/2004;Softball;0;1;0;1;2;Olympics;OCEANIA
Amanda Doman;26;Australia;2004;29/08/2004;Softball;0;1;0;1;2;Olympics;OCEANIA
Peta Edebone;35;Australia;2004;29/08/2004;Softball;0;1;0;1;2;Olympics;OCEANIA
Lisa Fernandez;33;United States;2004;29/08/2004;Softball;1;0;0;1;3;Olympics;AMERICA
Jennie Finch;23;United States;2004;29/08/2004;Softball;1;0;0;1;3;Olympics;AMERICA
Tairia Flowers;23;United States;2004;29/08/2004;Softball;1;0;0;1;3;Olympics;AMERICA
Amanda Freed;24;United States;2004;29/08/2004;Softball;1;0;0;1;3;Olympics;AMERICA
Fiona Hanes-Crawford;27;Australia;2004;29/08/2004;Softball;0;1;0;1;2;Olympics;OCEANIA
Tanya Harding;32;Australia;2004;29/08/2004;Softball;0;1;0;1;2;Olympics;OCEANIA
Lori Harrigan;33;United States;2004;29/08/2004;Softball;1;0;0;1;3;Olympics;AMERICA
Natalie Hodgskin;28;Australia;2004;29/08/2004;Softball;0;1;0;1;2;Olympics;OCEANIA
Kazue Ito;26;Japan;2004;29/08/2004;Softball;0;0;1;1;1;Olympics;ASIA
Yumi Iwabuchi;24;Japan;2004;29/08/2004;Softball;0;0;1;1;1;Olympics;ASIA
Lovie Jung;24;United States;2004;29/08/2004;Softball;1;0;0;1;3;Olympics;AMERICA
Kelly Kretschman;24;United States;2004;29/08/2004;Softball;1;0;0;1;3;Olympics;AMERICA
Jessica Mendoza;23;United States;2004;29/08/2004;Softball;1;0;0;1;3;Olympics;AMERICA
Masumi Mishina;22;Japan;2004;29/08/2004;Softball;0;0;1;1;1;Olympics;ASIA
Simmone Morrow;27;Australia;2004;29/08/2004;Softball;0;1;0;1;2;Olympics;OCEANIA
Tracey Mosley;30;Australia;2004;29/08/2004;Softball;0;1;0;1;2;Olympics;OCEANIA
Emi Naito;24;Japan;2004;29/08/2004;Softball;0;0;1;1;1;Olympics;ASIA
Stacey Nuveman;26;United States;2004;29/08/2004;Softball;1;0;0;1;3;Olympics;AMERICA
Leah O'Brien-Amico;29;United States;2004;29/08/2004;Softball;1;0;0;1;3;Olympics;AMERICA
Cat Osterman;21;United States;2004;29/08/2004;Softball;1;0;0;1;3;Olympics;AMERICA
Stacey Porter;22;Australia;2004;29/08/2004;Softball;0;1;0;1;2;Olympics;OCEANIA
Melanie Roche;33;Australia;2004;29/08/2004;Softball;0;1;0;1;2;Olympics;OCEANIA
Haruka Saito;34;Japan;2004;29/08/2004;Softball;0;0;1;1;1;Olympics;ASIA
Hiroko Sakai;25;Japan;2004;29/08/2004;Softball;0;0;1;1;1;Olympics;ASIA
Naoko Sakamoto;19;Japan;2004;29/08/2004;Softball;0;0;1;1;1;Olympics;ASIA
Rie Sato;24;Japan;2004;29/08/2004;Softball;0;0;1;1;1;Olympics;ASIA
Yuki Sato;23;Japan;2004;29/08/2004;Softball;0;0;1;1;1;Olympics;ASIA
Juri Takayama;27;Japan;2004;29/08/2004;Softball;0;0;1;1;1;Olympics;ASIA
Natalie Titcume;28;Australia;2004;29/08/2004;Softball;0;1;0;1;2;Olympics;OCEANIA
Jenny Topping;24;United States;2004;29/08/2004;Softball;1;0;0;1;3;Olympics;AMERICA
Yukiko Ueno;22;Japan;2004;29/08/2004;Softball;0;0;1;1;1;Olympics;ASIA
Reika Utsugi;41;Japan;2004;29/08/2004;Softball;0;0;1;1;1;Olympics;ASIA
Natalie Ward;28;Australia;2004;29/08/2004;Softball;0;1;0;1;2;Olympics;OCEANIA
Natasha Watley;22;United States;2004;29/08/2004;Softball;1;0;0;1;3;Olympics;AMERICA
Brooke Wilkins;30;Australia;2004;29/08/2004;Softball;0;1;0;1;2;Olympics;OCEANIA
Kerry Wyborn;26;Australia;2004;29/08/2004;Softball;0;1;0;1;2;Olympics;OCEANIA
Eri Yamada;20;Japan;2004;29/08/2004;Softball;0;0;1;1;1;Olympics;ASIA
Noriko Yamaji;33;Japan;2004;29/08/2004;Softball;0;0;1;1;1;Olympics;ASIA
Sandy Allen-Lewis;21;Australia;2000;01/10/2000;Softball;0;0;1;1;1;Olympics;OCEANIA
Christie Ambrosi;23;United States;2000;01/10/2000;Softball;1;0;0;1;3;Olympics;AMERICA
Misako Ando;29;Japan;2000;01/10/2000;Softball;0;1;0;1;2;Olympics;ASIA
Laura Berg;25;United States;2000;01/10/2000;Softball;1;0;0;1;3;Olympics;AMERICA
Jo Brown;28;Australia;2000;01/10/2000;Softball;0;0;1;1;1;Olympics;OCEANIA
Jennifer Brundage;27;United States;2000;01/10/2000;Softball;1;0;0;1;3;Olympics;AMERICA
Crystl Bustos;23;United States;2000;01/10/2000;Softball;1;0;0;1;3;Olympics;AMERICA
Sheila Cornell-Douty;38;United States;2000;01/10/2000;Softball;1;0;0;1;3;Olympics;AMERICA
Kerry Dienelt;31;Australia;2000;01/10/2000;Softball;0;0;1;1;1;Olympics;OCEANIA
Peta Edebone;31;Australia;2000;01/10/2000;Softball;0;0;1;1;1;Olympics;OCEANIA
Sue Fairhurst;26;Australia;2000;01/10/2000;Softball;0;0;1;1;1;Olympics;OCEANIA
Lisa Fernandez;29;United States;2000;01/10/2000;Softball;1;0;0;1;3;Olympics;AMERICA
Selina Follas;24;Australia;2000;01/10/2000;Softball;0;0;1;1;1;Olympics;OCEANIA
Yumiko Fujii;28;Japan;2000;01/10/2000;Softball;0;1;0;1;2;Olympics;ASIA
Fiona Hanes-Crawford;23;Australia;2000;01/10/2000;Softball;0;0;1;1;1;Olympics;OCEANIA
Kelly Hardie;30;Australia;2000;01/10/2000;Softball;0;0;1;1;1;Olympics;OCEANIA
Tanya Harding;28;Australia;2000;01/10/2000;Softball;0;0;1;1;1;Olympics;OCEANIA
Lori Harrigan;30;United States;2000;01/10/2000;Softball;1;0;0;1;3;Olympics;AMERICA
Danielle Henderson;23;United States;2000;01/10/2000;Softball;1;0;0;1;3;Olympics;AMERICA
Taeko Ishikawa;24;Japan;2000;01/10/2000;Softball;0;1;0;1;2;Olympics;ASIA
Kazue Ito;22;Japan;2000;01/10/2000;Softball;0;1;0;1;2;Olympics;ASIA
Yoshimi Kobayashi;32;Japan;2000;01/10/2000;Softball;0;1;0;1;2;Olympics;ASIA
Shiori Koseki;28;Japan;2000;01/10/2000;Softball;0;1;0;1;2;Olympics;ASIA
Mariko Masubuchi;20;Japan;2000;01/10/2000;Softball;0;1;0;1;2;Olympics;ASIA
Naomi Matsumoto;32;Japan;2000;01/10/2000;Softball;0;1;0;1;2;Olympics;ASIA
Sally McDermid-McCreedy;35;Australia;2000;01/10/2000;Softball;0;0;1;1;1;Olympics;OCEANIA
Jennifer McFalls;28;United States;2000;01/10/2000;Softball;1;0;0;1;3;Olympics;AMERICA
Simmone Morrow;23;Australia;2000;01/10/2000;Softball;0;0;1;1;1;Olympics;OCEANIA
Emi Naito;20;Japan;2000;01/10/2000;Softball;0;1;0;1;2;Olympics;ASIA
Stacey Nuveman;22;United States;2000;01/10/2000;Softball;1;0;0;1;3;Olympics;AMERICA
Leah O'Brien-Amico;26;United States;2000;01/10/2000;Softball;1;0;0;1;3;Olympics;AMERICA
Dot Richardson;38;United States;2000;01/10/2000;Softball;1;0;0;1;3;Olympics;AMERICA
Melanie Roche;29;Australia;2000;01/10/2000;Softball;0;0;1;1;1;Olympics;OCEANIA
Haruka Saito;30;Japan;2000;01/10/2000;Softball;0;1;0;1;2;Olympics;ASIA
Michele Smith;33;United States;2000;01/10/2000;Softball;1;0;0;1;3;Olympics;AMERICA
Juri Takayama;23;Japan;2000;01/10/2000;Softball;0;1;0;1;2;Olympics;ASIA
Hiroko Tamoto;26;Japan;2000;01/10/2000;Softball;0;1;0;1;2;Olympics;ASIA
Natalie Titcume;24;Australia;2000;01/10/2000;Softball;0;0;1;1;1;Olympics;OCEANIA
Reika Utsugi;37;Japan;2000;01/10/2000;Softball;0;1;0;1;2;Olympics;ASIA
Michelle Venturella;27;United States;2000;01/10/2000;Softball;1;0;0;1;3;Olympics;AMERICA
Natalie Ward;24;Australia;2000;01/10/2000;Softball;0;0;1;1;1;Olympics;OCEANIA
Brooke Wilkins;26;Australia;2000;01/10/2000;Softball;0;0;1;1;1;Olympics;OCEANIA
Christa Williams;22;United States;2000;01/10/2000;Softball;1;0;0;1;3;Olympics;AMERICA
Miyo Yamada;24;Japan;2000;01/10/2000;Softball;0;1;0;1;2;Olympics;ASIA
Noriko Yamaji;30;Japan;2000;01/10/2000;Softball;0;1;0;1;2;Olympics;ASIA
Jasey-Jay Anderson;34;Canada;2010;28/02/2010;Snowboarding;1;0;0;1;3;Winter Olympics;AMERICA
Déborah Anthonioz;31;France;2010;28/02/2010;Snowboarding;0;1;0;1;2;Winter Olympics;EUROPE
Mathieu Bozzetto;36;France;2010;28/02/2010;Snowboarding;0;0;1;1;1;Winter Olympics;EUROPE
Torah Bright;23;Australia;2010;28/02/2010;Snowboarding;1;0;0;1;3;Winter Olympics;OCEANIA
Kelly Clark;26;United States;2010;28/02/2010;Snowboarding;0;0;1;1;1;Winter Olympics;AMERICA
Yekaterina Ilyukhina;22;Russia;2010;28/02/2010;Snowboarding;0;1;0;1;2;Winter Olympics;ASIA
Benjamin Karl;24;Austria;2010;28/02/2010;Snowboarding;0;1;0;1;2;Winter Olympics;EUROPE
Marion Kreiner;28;Austria;2010;28/02/2010;Snowboarding;0;0;1;1;1;Winter Olympics;EUROPE
Scotty Lago;22;United States;2010;28/02/2010;Snowboarding;0;0;1;1;1;Winter Olympics;AMERICA
Olivia Nobs;27;Switzerland;2010;28/02/2010;Snowboarding;0;0;1;1;1;Winter Olympics;EUROPE
Peetu Piiroinen;22;Finland;2010;28/02/2010;Snowboarding;0;1;0;1;2;Winter Olympics;EUROPE
Tony Ramoin;21;France;2010;28/02/2010;Snowboarding;0;0;1;1;1;Winter Olympics;EUROPE
Maëlle Ricker;31;Canada;2010;28/02/2010;Snowboarding;1;0;0;1;3;Winter Olympics;AMERICA
Mike Robertson;24;Canada;2010;28/02/2010;Snowboarding;0;1;0;1;2;Winter Olympics;AMERICA
Nicolien Sauerbreij;30;Netherlands;2010;28/02/2010;Snowboarding;1;0;0;1;3;Winter Olympics;EUROPE
Hannah Teter;23;United States;2010;28/02/2010;Snowboarding;0;1;0;1;2;Winter Olympics;AMERICA
Seth Wescott;33;United States;2010;28/02/2010;Snowboarding;1;0;0;1;3;Winter Olympics;AMERICA
Shaun White;23;United States;2010;28/02/2010;Snowboarding;1;0;0;1;3;Winter Olympics;AMERICA
Gretchen Bleiler;24;United States;2006;26/02/2006;Snowboarding;0;1;0;1;2;Winter Olympics;AMERICA
Kjersti Buaas;24;Norway;2006;26/02/2006;Snowboarding;0;0;1;1;1;Winter Olympics;EUROPE
Paul-Henri De Le Rue;21;France;2006;26/02/2006;Snowboarding;0;0;1;1;1;Winter Olympics;EUROPE
Rosey Fletcher;30;United States;2006;26/02/2006;Snowboarding;0;0;1;1;1;Winter Olympics;AMERICA
Tanja Frieden;30;Switzerland;2006;26/02/2006;Snowboarding;1;0;0;1;3;Winter Olympics;EUROPE
Sigi Grabner;31;Austria;2006;26/02/2006;Snowboarding;0;0;1;1;1;Winter Olympics;EUROPE
Lindsey Jacobellis;20;United States;2006;26/02/2006;Snowboarding;0;1;0;1;2;Winter Olympics;AMERICA
Danny Kass;23;United States;2006;26/02/2006;Snowboarding;0;1;0;1;2;Winter Olympics;AMERICA
Amelie Kober;18;Germany;2006;26/02/2006;Snowboarding;0;1;0;1;2;Winter Olympics;EUROPE
Markku Koski;24;Finland;2006;26/02/2006;Snowboarding;0;0;1;1;1;Winter Olympics;EUROPE
Dominique Maltais;25;Canada;2006;26/02/2006;Snowboarding;0;0;1;1;1;Winter Olympics;AMERICA
Daniela Meuli;24;Switzerland;2006;26/02/2006;Snowboarding;1;0;0;1;3;Winter Olympics;EUROPE
Philipp Schoch;26;Switzerland;2006;26/02/2006;Snowboarding;1;0;0;1;3;Winter Olympics;EUROPE
Simon Schoch;27;Switzerland;2006;26/02/2006;Snowboarding;0;1;0;1;2;Winter Olympics;EUROPE
Hannah Teter;19;United States;2006;26/02/2006;Snowboarding;1;0;0;1;3;Winter Olympics;AMERICA
Seth Wescott;29;United States;2006;26/02/2006;Snowboarding;1;0;0;1;3;Winter Olympics;AMERICA
Shaun White;19;United States;2006;26/02/2006;Snowboarding;1;0;0;1;3;Winter Olympics;AMERICA
Radoslav Židek;24;Slovakia;2006;26/02/2006;Snowboarding;0;1;0;1;2;Winter Olympics;EUROPE
